3.285	0.000
2.998	0.000
3.128	0.000
3.050	0.000
3.050	0.000
3.285	0.000
2.842	0.000
2.737	0.000
2.685	0.000
2.790	0.000
3.128	0.000
3.467	0.000
3.181	0.000
3.207	0.000
3.155	0.000
2.998	0.000
3.128	0.000
3.102	0.000
3.233	0.000
3.259	0.000
3.754	0.000
3.728	0.000
3.728	0.000
3.259	0.000
3.155	0.000
3.050	0.000
3.233	0.000
3.181	0.000
2.842	0.000
3.128	0.000
3.181	0.000
3.311	0.000
3.650	0.000
3.728	0.000
3.780	0.000
3.963	0.000
3.728	0.000
3.546	0.000
3.441	0.000
3.493	0.000
3.493	0.000
3.598	0.000
3.806	0.000
3.676	0.000
3.754	0.000
3.832	0.000
3.858	0.000
3.676	0.000
3.858	0.000
3.858	0.000
4.015	0.000
3.937	0.000
3.989	0.000
3.780	0.000
4.015	0.000
3.963	0.000
4.067	0.000
4.197	0.000
4.197	0.000
4.041	0.000
3.937	0.000
4.015	0.000
4.041	0.000
3.858	0.000
3.885	0.000
3.728	0.000
3.754	0.000
3.937	0.000
4.328	0.000
4.223	0.000
4.015	0.000
4.067	0.000
4.119	0.000
3.989	0.000
3.832	0.000
3.676	0.000
3.650	0.000
3.754	0.000
3.624	0.000
3.832	0.000
3.754	0.000
3.650	0.000
3.728	0.000
3.598	0.000
3.702	0.000
3.493	0.000
3.520	0.000
3.363	0.000
3.389	0.000
3.155	0.000
3.311	0.000
3.493	0.000
3.467	0.000
3.467	0.000
3.311	0.000
3.415	0.000
3.259	0.000
3.155	0.000
3.311	0.000
3.207	0.000
3.207	0.000
3.233	0.000
3.259	0.000
3.572	0.000
3.520	0.000
3.520	0.000
3.363	0.000
3.233	0.000
3.337	0.000
3.441	0.000
3.520	0.000
3.676	0.000
3.702	0.000
3.702	0.000
3.885	0.000
3.858	0.000
3.598	0.000
3.937	0.000
3.520	0.000
3.389	0.000
3.520	0.000
3.441	0.000
3.728	0.000
3.728	0.000
3.858	0.000
3.806	0.000
3.624	0.000
3.780	0.000
3.858	0.000
3.885	0.000
3.467	0.000
3.598	0.000
3.885	0.000
3.832	0.000
3.858	0.000
3.780	0.000
3.546	0.000
3.598	0.000
3.780	0.000
4.041	0.000
3.963	0.000
3.832	0.000
3.780	0.000
3.493	0.000
3.233	0.000
3.415	0.000
3.389	0.000
3.572	0.000
3.311	0.000
3.467	0.000
3.676	0.000
4.093	0.000
3.937	0.000
3.546	0.000
3.858	0.000
3.546	0.000
3.598	0.000
3.415	0.000
3.493	0.000
3.676	0.000
3.598	0.000
3.441	0.000
3.441	0.000
3.415	0.000
3.467	0.000
3.285	0.000
3.572	0.000
3.520	0.000
3.389	0.000
2.946	0.000
3.207	0.000
3.754	0.000
3.415	0.000
3.389	0.000
3.415	0.000
3.702	0.000
3.546	0.000
3.624	0.000
3.858	0.000
3.572	0.000
3.467	0.000
3.520	0.000
3.285	0.000
3.311	0.000
3.363	0.000
3.467	0.000
3.441	0.000
3.363	0.000
3.259	0.000
3.441	0.000
3.415	0.000
3.520	0.000
3.702	0.000
3.389	0.000
3.415	0.000
3.207	0.000
3.181	0.000
3.233	0.000
3.285	0.000
3.546	0.000
3.415	0.000
3.128	0.000
3.259	0.000
3.363	0.000
3.363	0.000
3.702	0.000
3.493	0.000
3.493	0.000
3.233	0.000
3.441	0.000
3.546	0.000
3.363	0.000
3.441	0.000
3.598	0.000
3.493	0.000
3.546	0.000
3.441	0.000
3.806	0.000
3.806	0.000
3.520	0.000
3.285	0.000
3.285	0.000
3.181	0.000
3.207	0.000
3.911	0.000
3.963	0.000
3.963	0.000
4.067	0.000
3.702	0.000
3.676	0.000
3.572	0.000
3.598	0.000
3.885	0.000
3.702	0.000
3.493	0.000
3.702	0.000
3.728	0.000
4.093	0.000
3.806	0.000
3.624	0.000
3.806	0.000
3.858	0.000
3.911	0.000
3.937	0.000
3.989	0.000
3.728	0.000
3.937	0.000
3.754	0.000
3.858	0.000
3.624	0.000
3.885	0.000
3.885	0.000
3.832	0.000
3.832	0.000
3.885	0.000
3.754	0.000
3.702	0.000
3.650	0.000
3.885	0.000
3.832	0.000
3.520	0.000
3.885	0.000
3.832	0.000
3.624	0.000
3.624	0.000
3.650	0.000
3.937	0.000
3.780	0.000
3.728	0.000
3.650	0.000
3.493	0.000
3.598	0.000
3.572	0.000
3.598	0.000
3.780	0.000
3.702	0.000
3.728	0.000
3.780	0.000
3.806	0.000
3.963	0.000
3.754	0.000
3.885	0.000
3.937	0.000
4.041	0.000
4.119	0.000
3.911	0.000
3.806	0.000
4.093	0.000
3.963	0.000
3.728	0.000
3.885	0.000
3.702	0.000
3.728	0.000
3.546	0.000
3.363	0.000
3.467	0.000
3.311	0.000
3.441	0.000
3.441	0.000
3.337	0.000
3.467	0.000
3.441	0.000
3.493	0.000
3.754	0.000
3.754	0.000
3.702	0.000
3.520	0.000
3.702	0.000
3.598	0.000
3.911	0.000
3.754	0.000
3.937	0.000
4.093	0.000
3.754	0.000
3.885	0.000
4.067	0.000
3.989	0.000
3.806	0.000
3.780	0.000
3.624	0.000
3.520	0.000
3.415	0.000
3.650	0.000
3.546	0.000
3.520	0.000
3.702	0.000
3.598	0.000
3.676	0.000
3.937	0.000
3.702	0.000
3.415	0.000
3.259	0.000
3.389	0.000
3.311	0.000
3.467	0.000
3.467	0.000
3.233	0.000
3.493	0.000
3.363	0.000
3.337	0.000
3.493	0.000
3.389	0.000
3.572	0.000
3.572	0.000
3.650	0.000
3.676	0.000
3.624	0.000
3.598	0.000
3.911	0.000
3.937	0.000
4.041	0.000
3.728	0.000
3.754	0.000
3.754	0.000
3.598	0.000
3.754	0.000
3.728	0.000
3.858	0.000
3.676	0.000
3.415	0.000
3.415	0.000
3.702	0.000
3.754	0.000
3.806	0.000
3.754	0.000
3.832	0.000
3.754	0.000
3.885	0.000
3.780	0.000
3.858	0.000
3.858	0.000
3.780	0.000
3.806	0.000
3.963	0.000
3.832	0.000
3.963	0.000
3.885	0.000
3.832	0.000
4.041	0.000
3.963	0.000
3.963	0.000
3.754	0.000
3.702	0.000
3.728	0.000
3.937	0.000
3.754	0.000
3.650	0.000
3.885	0.000
3.963	0.000
4.041	0.000
4.223	0.000
4.119	0.000
3.911	0.000
3.806	0.000
3.520	0.000
3.233	0.000
3.493	0.000
3.624	0.000
3.624	0.000
3.598	0.000
3.467	0.000
3.259	0.000
3.441	0.000
3.520	0.000
3.285	0.000
3.285	0.000
3.337	0.000
3.650	0.000
3.520	0.000
3.624	0.000
3.467	0.000
3.441	0.000
3.441	0.000
3.572	0.000
3.546	0.000
3.754	0.000
3.989	0.000
3.650	0.000
3.650	0.000
3.754	0.000
3.389	0.000
3.311	0.000
3.285	0.000
3.155	0.000
2.998	0.000
2.998	0.000
3.050	0.000
3.155	0.000
3.181	0.000
2.946	0.000
3.076	0.000
2.894	0.000
2.920	0.000
2.998	0.000
3.076	0.000
2.946	0.000
3.181	0.000
3.285	0.000
3.233	0.000
3.467	0.000
3.415	0.000
3.520	0.000
3.780	0.000
3.650	0.000
3.467	0.000
3.441	0.000
3.389	0.000
3.572	0.000
3.389	0.000
3.441	0.000
3.650	0.000
3.259	0.000
3.441	0.000
3.389	0.000
3.311	0.000
3.285	0.000
3.207	0.000
3.415	0.000
3.207	0.000
3.181	0.000
3.128	0.000
3.233	0.000
3.181	0.000
3.259	0.000
3.311	0.000
3.207	0.000
2.894	0.000
2.920	0.000
3.181	0.000
3.155	0.000
3.207	0.000
3.285	0.000
3.493	0.000
3.415	0.000
3.415	0.000
3.311	0.000
3.676	0.000
3.885	0.000
3.702	0.000
3.754	0.000
3.858	0.000
4.067	0.000
3.858	0.000
3.832	0.000
3.858	0.000
3.806	0.000
3.728	0.000
3.598	0.000
3.702	0.000
3.780	0.000
3.624	0.000
3.780	0.000
3.467	0.000
3.415	0.000
3.546	0.000
3.676	0.000
3.754	0.000
3.624	0.000
3.650	0.000
3.728	0.000
3.650	0.000
3.728	0.000
3.728	0.000
3.624	0.000
3.650	0.000
3.806	0.000
3.754	0.000
3.911	0.000
3.832	0.000
3.754	0.000
3.728	0.000
3.806	0.000
3.702	0.000
3.546	0.000
3.493	0.000
3.546	0.000
3.233	0.000
3.233	0.000
3.441	0.000
3.572	0.000
3.546	0.000
3.415	0.000
3.389	0.000
3.311	0.000
3.415	0.000
3.520	0.000
3.676	0.000
3.598	0.000
3.441	0.000
3.415	0.000
3.467	0.000
3.441	0.000
3.389	0.000
3.441	0.000
3.520	0.000
3.389	0.000
3.598	0.000
3.233	0.000
3.520	0.000
3.493	0.000
3.337	0.000
3.572	0.000
3.702	0.000
3.546	0.000
3.520	0.000
3.467	0.000
3.441	0.000
3.520	0.000
3.520	0.000
3.520	0.000
3.806	0.000
3.546	0.000
3.389	0.000
3.702	0.000
3.546	0.000
3.546	0.000
3.467	0.000
3.493	0.000
3.780	0.000
3.598	0.000
3.598	0.000
3.572	0.000
3.885	0.000
3.806	0.000
3.911	0.000
3.858	0.000
3.728	0.000
3.624	0.000
3.546	0.000
3.676	0.000
3.754	0.000
3.832	0.000
3.963	0.000
4.015	0.000
3.806	0.000
3.728	0.000
3.780	0.000
3.389	0.000
3.493	0.000
3.754	0.000
4.015	0.000
3.754	0.000
3.728	0.000
3.885	0.000
3.806	0.000
3.676	0.000
3.598	0.000
3.493	0.000
3.441	0.000
3.650	0.000
3.572	0.000
3.389	0.000
3.207	0.000
3.181	0.000
3.155	0.000
3.467	0.000
3.493	0.000
3.702	0.000
3.806	0.000
3.989	0.000
3.937	0.000
4.171	0.000
3.858	0.000
3.728	0.000
3.546	0.000
3.885	0.000
3.780	0.000
3.598	0.000
3.337	0.000
3.233	0.000
3.128	0.000
3.155	0.000
3.181	0.000
3.076	0.000
3.024	0.000
3.467	0.000
3.754	0.000
3.989	0.000
4.067	0.000
4.145	0.000
3.937	0.000
3.676	0.000
3.728	0.000
3.676	0.000
3.780	0.000
3.728	0.000
3.520	0.000
3.546	0.000
3.650	0.000
3.572	0.000
3.546	0.000
3.624	0.000
3.572	0.000
3.754	0.000
3.728	0.000
3.650	0.000
3.650	0.000
3.493	0.000
3.546	0.000
3.441	0.000
3.415	0.000
3.624	0.000
3.493	0.000
3.389	0.000
3.128	0.000
3.233	0.000
3.467	0.000
3.337	0.000
3.493	0.000
3.311	0.000
3.259	0.000
3.389	0.000
3.676	0.000
3.806	0.000
3.624	0.000
3.780	0.000
3.989	0.000
3.858	0.000
3.650	0.000
3.858	0.000
3.806	0.000
3.806	0.000
3.858	0.000
3.911	0.000
3.963	0.000
3.963	0.000
3.989	0.000
3.989	0.000
3.650	0.000
3.728	0.000
3.780	0.000
3.728	0.000
3.937	0.000
3.963	0.000
3.650	0.000
3.389	0.000
3.676	0.000
3.493	0.000
3.572	0.000
3.520	0.000
3.624	0.000
3.493	0.000
3.389	0.000
3.363	0.000
3.493	0.000
3.624	0.000
3.337	0.000
3.233	0.000
3.102	0.000
3.233	0.000
3.207	0.000
3.285	0.000
3.363	0.000
3.259	0.000
3.415	0.000
3.467	0.000
3.520	0.000
3.337	0.000
3.467	0.000
3.389	0.000
3.493	0.000
3.754	0.000
3.650	0.000
3.676	0.000
3.441	0.000
3.624	0.000
3.702	0.000
3.780	0.000
3.624	0.000
3.546	0.000
3.702	0.000
3.754	0.000
3.728	0.000
3.598	0.000
3.702	0.000
3.676	0.000
3.207	0.000
3.181	0.000
3.259	0.000
3.389	0.000
3.259	0.000
3.389	0.000
3.493	0.000
3.441	0.000
3.233	0.000
3.415	0.000
3.650	0.000
3.780	0.000
3.858	0.000
3.702	0.000
3.754	0.000
3.780	0.000
3.676	0.000
3.546	0.000
3.467	0.000
3.572	0.000
3.467	0.000
3.520	0.000
3.598	0.000
3.520	0.000
3.363	0.000
3.285	0.000
3.493	0.000
3.415	0.000
3.259	0.000
3.415	0.000
3.363	0.000
3.493	0.000
3.650	0.000
3.676	0.000
3.911	0.000
3.937	0.000
3.937	0.000
3.858	0.000
3.702	0.000
3.624	0.000
3.467	0.000
3.493	0.000
4.119	0.000
3.989	0.000
4.119	0.000
4.015	0.000
4.093	0.000
4.015	0.000
3.858	0.000
4.171	0.000
3.989	0.000
3.911	0.000
3.754	0.000
3.754	0.000
3.624	0.000
3.415	0.000
3.624	0.000
3.520	0.000
3.598	0.000
3.572	0.000
3.598	0.000
3.467	0.000
3.285	0.000
3.389	0.000
3.415	0.000
3.259	0.000
3.389	0.000
3.493	0.000
3.311	0.000
3.520	0.000
3.233	0.000
3.441	0.000
3.520	0.000
3.467	0.000
3.624	0.000
3.572	0.000
3.441	0.000
3.754	0.000
3.728	0.000
3.441	0.000
3.520	0.000
3.572	0.000
3.728	0.000
3.754	0.000
3.780	0.000
3.728	0.000
3.832	0.000
3.572	0.000
3.624	0.000
3.311	0.000
3.598	0.000
3.546	0.000
3.598	0.000
3.702	0.000
3.754	0.000
3.624	0.000
3.546	0.000
3.572	0.000
3.754	0.000
3.598	0.000
3.728	0.000
3.598	0.000
3.467	0.000
3.676	0.000
3.467	0.000
3.337	0.000
3.337	0.000
3.363	0.000
3.546	0.000
3.128	0.000
3.337	0.000
3.467	0.000
3.285	0.000
3.415	0.000
3.181	0.000
3.155	0.000
3.363	0.000
3.128	0.000
3.311	0.000
3.598	0.000
3.572	0.000
3.572	0.000
3.702	0.000
3.572	0.000
3.702	0.000
3.702	0.000
3.650	0.000
3.702	0.000
3.337	0.000
3.389	0.000
3.389	0.000
3.650	0.000
3.702	0.000
3.728	0.000
3.546	0.000
3.780	0.000
3.702	0.000
3.885	0.000
3.858	0.000
3.885	0.000
4.041	0.000
4.119	0.000
3.937	0.000
4.067	0.000
3.676	0.000
3.572	0.000
3.441	0.000
3.493	0.000
3.546	0.000
3.363	0.000
3.441	0.000
3.676	0.000
3.233	0.000
3.363	0.000
3.363	0.000
3.389	0.000
3.285	0.000
3.207	0.000
3.233	0.000
3.493	0.000
3.624	0.000
3.467	0.000
3.520	0.000
3.598	0.000
3.389	0.000
3.467	0.000
3.181	0.000
3.363	0.000
3.702	0.000
3.598	0.000
3.207	0.000
3.520	0.000
3.467	0.000
3.337	0.000
3.415	0.000
3.415	0.000
3.676	0.000
3.676	0.000
3.702	0.000
3.441	0.000
3.233	0.000
3.337	0.000
3.467	0.000
3.441	0.000
3.259	0.000
3.233	0.000
3.363	0.000
3.546	0.000
3.363	0.000
3.259	0.000
3.285	0.000
3.259	0.000
3.337	0.000
3.207	0.000
3.337	0.000
3.337	0.000
3.155	0.000
3.493	0.000
3.285	0.000
3.259	0.000
3.285	0.000
3.389	0.000
3.467	0.000
3.572	0.000
3.363	0.000
3.389	0.000
3.467	0.000
3.415	0.000
3.311	0.000
3.076	0.000
3.415	0.000
3.546	0.000
3.389	0.000
3.181	0.000
3.259	0.000
3.128	0.000
2.842	0.000
2.868	0.000
2.816	0.000
2.972	0.000
3.285	0.000
3.181	0.000
3.285	0.000
3.259	0.000
3.311	0.000
3.050	0.000
2.842	0.000
2.946	0.000
3.181	0.000
3.546	0.000
3.572	0.000
3.415	0.000
3.546	0.000
3.415	0.000
3.493	0.000
3.467	0.000
3.598	0.000
3.806	0.000
3.546	0.000
3.676	0.000
3.441	0.000
3.207	0.000
3.259	0.000
3.467	0.000
3.467	0.000
3.754	0.000
3.858	0.000
3.676	0.000
4.067	0.000
4.171	0.000
4.171	0.000
3.911	0.000
3.806	0.000
3.493	0.000
3.441	0.000
3.520	0.000
3.702	0.000
3.754	0.000
3.624	0.000
3.598	0.000
3.728	0.000
3.780	0.000
3.520	0.000
3.780	0.000
3.702	0.000
3.546	0.000
3.676	0.000
3.676	0.000
3.467	0.000
3.415	0.000
3.441	0.000
3.259	0.000
3.285	0.000
3.233	0.000
3.337	0.000
3.311	0.000
3.259	0.000
3.311	0.000
3.363	0.000
3.207	0.000
2.972	0.000
3.050	0.000
3.181	0.000
3.207	0.000
3.311	0.000
3.363	0.000
3.598	0.000
3.493	0.000
3.467	0.000
3.650	0.000
3.493	0.000
3.963	0.000
3.728	0.000
3.754	0.000
3.650	0.000
3.546	0.000
3.389	0.000
3.546	0.000
3.702	0.000
3.937	0.000
3.911	0.000
3.832	0.000
3.806	0.000
3.806	0.000
3.467	0.000
3.624	0.000
3.676	0.000
3.911	0.000
3.311	0.000
3.207	0.000
3.207	0.000
3.337	0.000
3.155	0.000
3.128	0.000
3.207	0.000
3.389	0.000
3.233	0.000
3.311	0.000
3.598	0.000
3.102	0.000
3.233	0.000
3.441	0.000
3.598	0.000
3.467	0.000
3.467	0.000
3.546	0.000
3.598	0.000
3.598	0.000
3.441	0.000
3.493	0.000
3.363	0.000
3.415	0.000
3.546	0.000
3.520	0.000
3.389	0.000
3.520	0.000
3.520	0.000
3.493	0.000
3.598	0.000
3.702	0.000
3.702	0.000
3.754	0.000
3.676	0.000
3.780	0.000
3.572	0.000
3.624	0.000
3.363	0.000
3.546	0.000
3.102	0.000
3.415	0.000
3.207	0.000
3.285	0.000
3.467	0.000
3.285	0.000
3.207	0.000
3.467	0.000
3.546	0.000
3.441	0.000
3.415	0.000
3.520	0.000
3.728	0.000
3.650	0.000
3.363	0.000
3.467	0.000
3.546	0.000
3.676	0.000
3.572	0.000
3.441	0.000
3.676	0.000
3.858	0.000
3.728	0.000
3.780	0.000
3.650	0.000
3.702	0.000
3.572	0.000
3.493	0.000
3.624	0.000
3.572	0.000
3.467	0.000
3.389	0.000
3.311	0.000
3.207	0.000
3.467	0.000
3.598	0.000
3.624	0.000
3.598	0.000
3.702	0.000
3.702	0.000
3.546	0.000
3.780	0.000
3.728	0.000
3.832	0.000
3.754	0.000
3.911	0.000
4.015	0.000
3.963	0.000
3.911	0.000
3.702	0.000
3.702	0.000
3.832	0.000
3.728	0.000
3.598	0.000
3.676	0.000
3.415	0.000
3.415	0.000
3.363	0.000
3.181	0.000
3.076	0.000
3.155	0.000
3.102	0.000
3.389	0.000
3.233	0.000
3.233	0.000
3.207	0.000
3.493	0.000
3.598	0.000
3.650	0.000
3.702	0.000
3.650	0.000
3.311	0.000
3.285	0.000
3.337	0.000
3.285	0.000
3.259	0.000
3.181	0.000
3.415	0.000
3.311	0.000
3.415	0.000
3.676	0.000
3.963	0.000
3.624	0.000
3.754	0.000
3.754	0.000
3.806	0.000
3.520	0.000
3.415	0.000
3.493	0.000
3.233	0.000
3.311	0.000
3.102	0.000
3.181	0.000
3.024	0.000
3.128	0.000
3.207	0.000
3.024	0.000
2.737	0.000
3.102	0.000
3.207	0.000
3.285	0.000
3.546	0.000
3.181	0.000
3.520	0.000
3.520	0.000
3.572	0.000
3.546	0.000
3.728	0.000
3.520	0.000
3.598	0.000
3.233	0.000
3.441	0.000
3.467	0.000
3.572	0.000
3.337	0.000
3.259	0.000
3.233	0.000
3.337	0.000
3.207	0.000
3.128	0.000
3.102	0.000
3.128	0.000
2.946	0.000
3.102	0.000
3.311	0.000
3.389	0.000
3.337	0.000
3.050	0.000
2.946	0.000
3.024	0.000
2.972	0.000
3.155	0.000
3.155	0.000
3.285	0.000
3.207	0.000
3.337	0.000
3.233	0.000
3.311	0.000
3.259	0.000
3.493	0.000
3.233	0.000
3.389	0.000
3.337	0.000
3.441	0.000
3.259	0.000
3.233	0.000
3.415	0.000
3.467	0.000
3.467	0.000
3.520	0.000
3.415	0.000
3.337	0.000
3.207	0.000
3.207	0.000
3.598	0.000
3.389	0.000
3.441	0.000
3.233	0.000
3.259	0.000
3.259	0.000
3.337	0.000
3.337	0.000
3.441	0.000
3.259	0.000
3.259	0.000
3.598	0.000
3.467	0.000
3.233	0.000
2.946	0.000
3.259	0.000
3.415	0.000
3.128	0.000
2.998	0.000
3.311	0.000
3.128	0.000
3.337	0.000
3.233	0.000
3.598	0.000
3.624	0.000
3.520	0.000
3.546	0.000
3.624	0.000
3.676	0.000
3.676	0.000
3.441	0.000
3.181	0.000
3.155	0.000
2.972	0.000
3.181	0.000
3.207	0.000
3.024	0.000
2.998	0.000
3.024	0.000
2.868	0.000
3.024	0.000
2.972	0.000
3.102	0.000
3.207	0.000
3.128	0.000
3.076	0.000
3.363	0.000
3.233	0.000
3.337	0.000
3.441	0.000
3.076	0.000
3.363	0.000
3.493	0.000
3.806	0.000
3.572	0.000
3.650	0.000
3.728	0.000
3.624	0.000
3.493	0.000
3.780	0.000
3.467	0.000
3.624	0.000
3.415	0.000
3.598	0.000
3.389	0.000
3.754	0.000
3.702	0.000
3.598	0.000
3.467	0.000
3.650	0.000
3.363	0.000
3.363	0.000
3.467	0.000
3.572	0.000
3.441	0.000
3.598	0.000
3.911	0.000
3.702	0.000
3.337	0.000
3.467	0.000
3.572	0.000
3.520	0.000
3.520	0.000
3.493	0.000
3.754	0.000
3.598	0.000
3.624	0.000
3.754	0.000
3.806	0.000
3.441	0.000
3.754	0.000
3.728	0.000
3.702	0.000
3.806	0.000
3.832	0.000
3.858	0.000
3.754	0.000
3.493	0.000
3.337	0.000
3.285	0.000
3.493	0.000
3.493	0.000
3.572	0.000
3.337	0.000
3.441	0.000
3.389	0.000
3.676	0.000
3.989	0.000
4.041	0.000
3.728	0.000
3.650	0.000
3.832	0.000
3.546	0.000
3.624	0.000
3.467	0.000
3.128	0.000
3.441	0.000
3.467	0.000
3.389	0.000
3.285	0.000
3.572	0.000
3.546	0.000
3.337	0.000
3.546	0.000
3.728	0.000
3.441	0.000
3.624	0.000
3.754	0.000
3.702	0.000
3.650	0.000
3.780	0.000
3.650	0.000
3.754	0.000
3.754	0.000
3.311	0.000
3.337	0.000
3.441	0.000
3.493	0.000
3.520	0.000
3.572	0.000
3.676	0.000
3.520	0.000
3.520	0.000
3.650	0.000
3.572	0.000
3.572	0.000
3.676	0.000
3.702	0.000
3.650	0.000
3.911	0.000
3.832	0.000
3.728	0.000
3.858	0.000
3.754	0.000
3.546	0.000
3.493	0.000
3.832	0.000
3.493	0.000
3.441	0.000
3.467	0.000
3.415	0.000
3.572	0.000
3.624	0.000
3.676	0.000
3.780	0.000
3.728	0.000
3.702	0.000
3.832	0.000
3.598	0.000
3.389	0.000
3.546	0.000
3.624	0.000
3.806	0.000
3.467	0.000
3.363	0.000
3.676	0.000
3.520	0.000
3.467	0.000
3.389	0.000
3.520	0.000
3.546	0.000
3.363	0.000
3.128	0.000
3.233	0.000
3.024	0.000
3.181	0.000
3.415	0.000
3.572	0.000
3.546	0.000
3.754	0.000
3.963	0.000
3.415	0.000
3.520	0.000
3.441	0.000
3.441	0.000
3.311	0.000
3.493	0.000
3.441	0.000
3.467	0.000
3.911	0.000
4.015	0.000
3.937	0.000
3.885	0.000
3.546	0.000
3.572	0.000
3.259	0.000
3.337	0.000
3.311	0.000
3.285	0.000
3.259	0.000
3.337	0.000
3.363	0.000
3.572	0.000
3.389	0.000
3.389	0.000
3.441	0.000
3.493	0.000
3.467	0.000
3.467	0.000
3.389	0.000
3.311	0.000
3.493	0.000
3.520	0.000
3.572	0.000
3.520	0.000
3.493	0.000
3.415	0.000
3.572	0.000
3.259	0.000
3.467	0.000
3.572	0.000
3.598	0.000
3.676	0.000
3.702	0.000
3.598	0.000
3.572	0.000
3.650	0.000
3.572	0.000
3.546	0.000
3.415	0.000
3.493	0.000
3.546	0.000
3.415	0.000
3.546	0.000
3.181	0.000
3.259	0.000
3.493	0.000
3.415	0.000
3.363	0.000
3.467	0.000
3.181	0.000
3.155	0.000
2.894	0.000
3.076	0.000
3.076	0.000
3.024	0.000
2.842	0.000
3.155	0.000
3.207	0.000
2.946	0.000
2.946	0.000
3.207	0.000
3.337	0.000
3.389	0.000
3.598	0.000
3.337	0.000
3.415	0.000
3.467	0.000
3.624	0.000
3.650	0.000
3.233	0.000
3.311	0.000
3.337	0.000
3.441	0.000
3.024	0.000
3.102	0.000
3.102	0.000
3.181	0.000
3.076	0.000
3.285	0.000
3.128	0.000
3.102	0.000
2.842	0.000
3.050	0.000
2.972	0.000
3.155	0.000
3.311	0.000
3.207	0.000
3.233	0.000
3.337	0.000
3.337	0.000
3.102	0.000
3.337	0.000
3.467	0.000
3.389	0.000
3.598	0.000
3.493	0.000
3.624	0.000
3.441	0.000
3.624	0.000
3.572	0.000
3.650	0.000
3.572	0.000
4.145	0.000
3.728	0.000
3.598	0.000
3.572	0.000
3.598	0.000
3.598	0.000
3.520	0.000
3.207	0.000
3.285	0.000
3.311	0.000
3.415	0.000
3.050	0.000
3.285	0.000
3.155	0.000
3.389	0.000
3.467	0.000
3.363	0.000
3.259	0.000
3.050	0.000
3.155	0.000
3.624	0.000
3.493	0.000
3.467	0.000
3.493	0.000
3.572	0.000
3.858	0.000
3.650	0.000
3.806	0.000
3.493	0.000
3.520	0.000
3.598	0.000
3.415	0.000
3.676	0.000
3.650	0.000
3.832	0.000
3.598	0.000
3.520	0.000
3.259	0.000
3.337	0.000
3.415	0.000
3.311	0.000
3.467	0.000
3.467	0.000
3.493	0.000
3.415	0.000
3.389	0.000
3.546	0.000
3.780	0.000
3.911	0.000
3.885	0.000
3.728	0.000
3.832	0.000
3.754	0.000
3.546	0.000
3.493	0.000
3.493	0.000
3.520	0.000
3.155	0.000
3.181	0.000
3.337	0.000
3.572	0.000
3.702	0.000
3.493	0.000
3.546	0.000
3.885	0.000
3.806	0.000
3.702	0.000
3.806	0.000
3.963	0.000
3.911	0.000
4.067	0.000
3.885	0.000
3.911	0.000
4.145	0.000
4.197	0.000
4.171	0.000
4.119	0.000
3.937	0.000
3.911	0.000
3.728	0.000
3.572	0.000
3.389	0.000
3.624	0.000
3.467	0.000
3.233	0.000
3.415	0.000
3.415	0.000
3.546	0.000
3.832	0.000
3.806	0.000
3.676	0.000
3.858	0.000
4.093	0.000
3.650	0.000
3.650	0.000
3.572	0.000
3.702	0.000
3.441	0.000
3.467	0.000
3.624	0.000
3.467	0.000
3.311	0.000
3.024	0.000
3.337	0.000
3.520	0.000
3.676	0.000
3.598	0.000
3.441	0.000
3.337	0.000
3.102	0.000
3.024	0.000
3.520	0.000
3.546	0.000
3.546	0.000
3.598	0.000
3.598	0.000
3.598	0.000
3.728	0.000
3.598	0.000
3.598	0.000
3.624	0.000
3.728	0.000
3.806	0.000
3.572	0.000
3.754	0.000
3.520	0.000
3.389	0.000
3.363	0.000
3.311	0.000
3.207	0.000
3.363	0.000
3.780	0.000
3.728	0.000
3.754	0.000
3.832	0.000
3.676	0.000
3.676	0.000
3.702	0.000
3.728	0.000
3.467	0.000
3.624	0.000
3.885	0.000
3.728	0.000
3.728	0.000
3.441	0.000
3.520	0.000
3.337	0.000
3.155	0.000
3.363	0.000
3.285	0.000
3.102	0.000
3.233	0.000
3.233	0.000
3.181	0.000
3.363	0.000
3.389	0.000
3.415	0.000
3.415	0.000
3.415	0.000
3.233	0.000
3.259	0.000
3.285	0.000
3.363	0.000
3.363	0.000
3.598	0.000
3.520	0.000
3.598	0.000
3.493	0.000
3.598	0.000
3.415	0.000
3.598	0.000
3.754	0.000
3.546	0.000
3.441	0.000
3.389	0.000
3.493	0.000
3.572	0.000
3.572	0.000
3.676	0.000
3.624	0.000
3.285	0.000
3.311	0.000
3.389	0.000
3.493	0.000
3.389	0.000
3.363	0.000
3.363	0.000
3.493	0.000
3.676	0.000
3.598	0.000
3.624	0.000
